CustomerID,Gender,TenureMonths,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,InternetService,SeniorCitizen,Churn
TEL-1953,Female,24,Month-to-month,Bank transfer,29.85,1200.0,No,DSL,0,No
TEL-1954,Male,1,One year,Credit card,29.85,500.0,Yes,No,1,No
TEL-1955,Male,60,Month-to-month,Mailed check,105.0,1200.0,No,DSL,0,No
TEL-1956,Female,36,Month-to-month,Mailed check,105.0,500.0,No,Fiber optic,0,No
TEL-1957,Male,36,One year,Electronic check,56.95,1200.0,No,Fiber optic,1,Yes
TEL-1958,Female,6,Month-to-month,Mailed check,29.85,100.5,No,Fiber optic,0,No
TEL-1959,Male,36,Month-to-month,Mailed check,29.85,1200.0,No internet,No,0,Yes
TEL-1960,Male,12,Two year,Electronic check,56.95,500.0,No,Fiber optic,1,No
TEL-1961,Male,36,Two year,Bank transfer,56.95,100.5,No internet,DSL,0,No
TEL-1962,Female,1,One year,Credit card,29.85,100.5,No,No,0,No
TEL-1963,Male,36,One year,Credit card,56.95,1200.0,No,Fiber optic,0,No
TEL-1964,Male,-1,One year,Bank transfer,29.85,500.0,No,DSL,0,No
TEL-1965,Male,1,Month-to-month,Electronic check,89.9,100.5,No internet,DSL,0,No
TEL-1966,Male,-1,Month-to-month,Bank transfer,56.95,,No internet,No,0,No
TEL-1967,Female,12,Month-to-month,Mailed check,29.85,1200.0,Yes,DSL,0,Yes
TEL-1968,Female,60,Month-to-month,Electronic check,56.95,,No internet,Fiber optic,0,No
TEL-1969,Male,48,Month-to-month,Electronic check,56.95,500.0,No internet,Fiber optic,1,No
TEL-1970,Female,24,Month-to-month,Electronic check,ErrorVal,500.0,No,DSL,1,No
TEL-1971,Male,36,Two year,Credit card,56.95,4500.0,Yes,Fiber optic,0,No
TEL-1972,Male,60,Two year,Bank transfer,29.85,500.0,No internet,DSL,0,No
TEL-1973,Male,12,One year,Electronic check,89.9,1200.0,No internet,Fiber optic,1,No
TEL-1974,Female,6,Month-to-month,Electronic check,29.85,100.5,Yes,Fiber optic,0,No
TEL-1975,Female,36,Two year,Electronic check,105.0,500.0,No internet,Fiber optic,0,No
TEL-1976,Female,48,Month-to-month,Bank transfer,56.95,100.5,Yes,Fiber optic,1,No
TEL-1977,Female,48,One year,Credit card,56.95,100.5,Yes,No,0,No
TEL-1978,Female,48,Month-to-month,Mailed check,29.85,100.5,No,Fiber optic,0,No
TEL-1979,Female,12,One year,Credit card,56.95,100.5,No,DSL,0,No
TEL-1980,Female,48,Month-to-month,Electronic check,105.0,,No,DSL,0,Yes
TEL-1981,Female,1,Two year,Credit card,105.0,100.5,Yes,Fiber optic,0,No
TEL-1982,Female,24,Two year,Credit card,29.85,1200.0,No internet,No,0,No
TEL-1983,Male,1,Month-to-month,Mailed check,29.85,4500.0,Yes,No,0,No
TEL-1984,Female,6,Month-to-month,Bank transfer,105.0,500.0,Yes,No,0,No
TEL-1985,Female,12,Two year,Bank transfer,105.0,100.5,Yes,DSL,0,No
TEL-1986,Female,12,Month-to-month,Credit card,29.85,1200.0,No,Fiber optic,0,No
TEL-1987,Female,36,Two year,Credit card,56.95,1200.0,No internet,Fiber optic,0,Yes
TEL-1988,Female,12,One year,Bank transfer,56.95,1200.0,No,DSL,0,Yes
TEL-1989,Female,12,Month-to-month,Bank transfer,105.0,1200.0,No internet,DSL,1,No
TEL-1990,Female,6,Month-to-month,Mailed check,29.85,,Yes,No,0,No
TEL-1991,Female,12,Month-to-month,Electronic check,29.85,500.0,No,DSL,0,No
TEL-1992,Female,6,One year,Credit card,89.9,500.0,No,DSL,0,No
TEL-1993,Female,1,Month-to-month,Bank transfer,29.85,1200.0,No,DSL,0,No
TEL-1994,Female,24,Month-to-month,Credit card,56.95,100.5,Yes,No,0,No
TEL-1995,Male,36,Month-to-month,Credit card,56.95,4500.0,No,Fiber optic,0,No
TEL-1996,Male,24,One year,Bank transfer,56.95,100.5,No,Fiber optic,0,No
TEL-1997,Female,12,Two year,Mailed check,56.95,500.0,No,No,0,Yes
TEL-1998,Female,12,Two year,Credit card,56.95,4500.0,No,DSL,1,No
TEL-1999,Male,60,Month-to-month,Mailed check,29.85,500.0,Yes,Fiber optic,0,Yes
TEL-1000,Male,36,Month-to-month,Bank transfer,89.9,500.0,No,Fiber optic,0,No
TEL-1001,Female,24,Month-to-month,Bank transfer,89.9,4500.0,No,DSL,0,No
TEL-1002,Male,6,Month-to-month,Bank transfer,29.85,1200.0,No internet,No,1,No
TEL-1003,Male,48,Month-to-month,Bank transfer,89.9,100.5,No,Fiber optic,0,Yes
TEL-1004,Male,36,Month-to-month,Credit card,56.95,100.5,No internet,DSL,0,No
TEL-1005,Female,1,Month-to-month,Bank transfer,105.0,100.5,Yes,No,0,No
TEL-1006,Male,60,One year,Electronic check,105.0,500.0,No,Fiber optic,0,Yes
TEL-1007,Male,48,Month-to-month,Bank transfer,29.85,500.0,No internet,DSL,0,No
TEL-1008,Male,60,One year,Credit card,89.9,1200.0,Yes,Fiber optic,0,No
TEL-1009,Female,36,One year,Bank transfer,29.85,100.5,No,DSL,0,No
TEL-1010,Male,24,Two year,Electronic check,56.95,100.5,Yes,No,0,Yes
TEL-1011,Male,12,One year,Credit card,29.85,500.0,No,No,1,No
TEL-1012,Male,60,Two year,Credit card,56.95,1200.0,No,No,0,No
TEL-1013,Male,60,Month-to-month,Electronic check,56.95,100.5,No,Fiber optic,0,No
TEL-1014,Female,1,Month-to-month,Electronic check,89.9,1200.0,Yes,Fiber optic,0,No
